Name,Caliber,status,Height,position,weight,rank,homeTown,Speed(base),Strength(base),Agility(base),Acceleration(base),Jumping(base),Awareness(base),Stamina(base),Injury(base),"Break Tackle(rushing)",Trucking(rushing),Elusiveness(rushing),"Stiff Arm(rushing)","Spin Move(rushing)","Juke Move(rushing)",Carrying(rushing),"Ball Carrier Vision(rushing)","Pass Block(blocking)","Run Block(blocking)","Impact Blocking(blocking)",Catching(receiving),"Spectacular Catch(receiving)","Catch In Traffic(receiving)","Route Running(receiving)",Release(receiving),Tackle(tackling),"Hit Power(tackling)",Pursuit(tackling),"Play Recognition(tackling)","Power Moves(blockingShedding)","Finesse Moves(blockingShedding)","Block Shedding(blockingShedding)","Man Coverage(coverage)","Zone Coverage(coverage)",Press(coverage),"Throw Power(passing)","Throw Accuracy(passing)","Kick Power(kicking)","Kick Accuracy(kicking)","School 1","School 2","School 3","School 4","School 5","School 6","School 7","School 8","School 9","School 10"
"Steve Hawk",3,"10 Schools Remaining","6'2""",ATH,"278 lbs",1385,Brownsville,D,C,D,A,D,,C,C,D,B,D,D,D,D,D,D,,,,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,"Penn State",USC,LSU,,,,,,,
"Tucker Malone",3,"5 Schools Remaining","5'11""",MLB,"229 lbs",1386,Washington,C,C,D,B,D,,C,C,,,,,,,,,,,,,,,,,C,D,C,D,D,D,C,D,D,D,,,,,Army,Pittsburgh,Indiana,Ohio,"NC State","Kent State","Arkansas State",Purdue,Buffalo,Duke
"Charles Smith",3,"Soft Commit","6'4""",DE,"286 lbs",1387,Reading,D,D,D,D,D,,C,B,,,,,,,,,,,,,,,,,D,D,B,D,C,C,C,,,,,,,,Michigan,"Arizona State",,,,,,,,
"Jason Black",3,"10 Schools Remaining","6'5""",TE,"257 lbs",1388,"Daly City",C,D,D,D,C,,C,C,D,D,D,D,D,D,D,D,D,D,D,C,D,C,D,C,,,,,,,,,,,,,,,Arizona,,,,,,,,,
"Terrence Mills",3,"10 Schools Remaining","6'1""",SS,"182 lbs",1389,Gainesville,B,D,B,C,C,,C,B,,,,,,,,,,,,,,,,,C,D,C,D,D,D,D,D,D,D,,,,,UCF,"South Carolina",Kentucky,,,,,,,
"Lionel Robinson",3,"10 Schools Remaining","6'1""",HB,"205 lbs",1390,Windsor,B,D,C,C,C,,B,B,D,D,B,D,B,B,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,"Oklahoma State",Wyoming,,,,,,,,
"Ricardo Morris",3,"10 Schools Remaining","6'4""",DE,"252 lbs",1391,Springdale,C,D,D,C,C,,D,C,,,,,,,,,,,,,,,,,D,C,C,D,D,C,D,,,,,,,,Ohio,,,,,,,,,
"Jamar Moore",3,"10 Schools Remaining","6'1""",SS,"212 lbs",1392,Saginaw,C,D,B,B,B,,D,B,,,,,,,,,,,,,,,,,C,D,D,D,D,D,D,D,D,D,,,,,Tennessee,,,,,,,,,
"T.J. King",3,"Soft Commit","5'11""",OLB,"211 lbs",1393,"Fountain Inn",D,D,D,B,D,,B,B,,,,,,,,,,,,,,,,,C,C,D,C,D,D,D,C,C,D,,,,,"Florida State","South Carolina",Maryland,"Southern Miss",,,,,,
"Chris James",3,"10 Schools Remaining","6'0""",CB,"183 lbs",1394,Groves,A,D,B,B,D,,C,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,Kansas,,,,,,,,,
"Sean Farris",3,"10 Schools Remaining","6'0""",WR,"190 lbs",1395,Peru,C,D,C,B,B,,B,B,D,D,D,D,D,D,B,D,,,,D,D,D,C,D,,,,,,,,,,,,,,,"Michigan State",,,,,,,,,
"Isaiah Jones",3,"10 Schools Remaining","6'2""",WR,"198 lbs",1396,"Richmond Heights",C,D,D,B,B,,B,A,D,D,D,D,D,D,A,D,,,,D,C,D,D,D,,,,,,,,,,,,,,,Wisconsin,"West Virginia",Pittsburgh,Purdue,Ohio,Cincinnati,,,,
"Eugene Griffin",3,"10 Schools Remaining","6'4""",OLB,"230 lbs",1397,Darien,B,C,D,B,D,,B,B,,,,,,,,,,,,,,,,,D,C,D,D,D,D,D,D,C,D,,,,,Purdue,,,,,,,,,
"Tyrone Clayton",3,"10 Schools Remaining","6'1""",G,"286 lbs",1398,Carlsbad,D,C,D,B,D,,D,C,,,,,,,,,D,C,B,,,,,,,,,,,,,,,,,,,,UCLA,"Fresno State",,,,,,,,
"Ben Royal",3,"5 Schools Remaining","6'0""",WR,"186 lbs",1399,"Mayfield Heights",B,D,D,C,C,,C,B,D,D,D,D,D,D,D,D,,,,D,D,B,D,D,,,,,,,,,,,,,,,Cincinnati,"Miami University","West Virginia","North Carolina",Tennessee,Toledo,"Boston College",Kentucky,UCF,Ohio
"Robbie McDonald",3,"10 Schools Remaining","6'3""",G,"266 lbs",1400,Newark,D,D,D,B,D,,C,D,,,,,,,,,C,C,D,,,,,,,,,,,,,,,,,,,,Hawai'i,,,,,,,,,
"John Williams",3,"10 Schools Remaining","5'11""",FS,"166 lbs",1401,"San Marcos",C,D,B,C,B,,B,B,,,,,,,,,,,,,,,,,C,C,D,D,D,D,D,D,D,D,,,,,BYU,,,,,,,,,
"Josh Matthews",3,"10 Schools Remaining","6'1""",OLB,"222 lbs",1402,Woodhaven,C,C,D,B,C,,B,B,,,,,,,,,,,,,,,,,D,C,C,D,D,D,D,C,B,D,,,,,"Michigan State",,,,,,,,,
"Billy Smith",3,"10 Schools Remaining","6'1""",G,"292 lbs",1403,Croydon,D,C,D,C,D,,C,C,,,,,,,,,D,C,B,,,,,,,,,,,,,,,,,,,,Toledo,,,,,,,,,
"Jake Justice",3,"10 Schools Remaining","6'1""",DE,"218 lbs",1404,Monroe,D,D,D,C,D,,D,C,,,,,,,,,,,,,,,,,D,D,D,C,B,D,C,,,,,,,,Miami,,,,,,,,,
"Antoine Cooper",3,"Soft Commit","6'2""",DE,"249 lbs",1405,Detroit,D,D,D,B,C,,C,B,,,,,,,,,,,,,,,,,D,C,D,D,C,D,D,,,,,,,,"Miami University",,,,,,,,,
"Maurice Roach",3,"10 Schools Remaining","6'2""",WR,"205 lbs",1406,Burton,C,D,D,A,C,,D,C,D,D,D,D,D,D,D,B,,,,D,D,D,B,D,,,,,,,,,,,,,,,Toledo,,,,,,,,,
"Dennis Waters",3,"10 Schools Remaining","6'4""",TE,"223 lbs",1407,Chalmette,C,D,D,D,D,,C,B,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,,,,,,,,,,,,,,,"Virginia Tech",,,,,,,,,
"Ken Beck",3,"Soft Commit","6'2""",OLB,"213 lbs",1408,"St. Joseph",D,C,D,B,D,,B,C,,,,,,,,,,,,,,,,,D,C,D,D,C,D,C,D,D,D,,,,,"Florida State","Michigan State",,,,,,,,
"Derek Butler",3,"10 Schools Remaining","6'2""",DE,"238 lbs",1409,"Boca Del Mar",D,D,D,D,D,,C,C,,,,,,,,,,,,,,,,,D,D,C,D,C,D,C,,,,,,,,SMU,,,,,,,,,
"Jacques Pace",3,"5 Schools Remaining","6'4""",DT,"258 lbs",1410,"Van Wert",D,C,D,D,D,,D,C,,,,,,,,,,,,,,,,,C,D,D,D,D,C,D,,,,,,,,Michigan,Indiana,"Arizona State",,,,,,,
"James Webb",3,"10 Schools Remaining","5'10""",HB,"175 lbs",1411,Parkway,B,D,B,B,B,,B,C,D,D,C,D,D,C,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,Wyoming,,,,,,,,,
"Dallas Whitlock",3,"10 Schools Remaining","6'3""",OLB,"229 lbs",1412,Galion,B,C,D,B,C,,C,A,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,C,D,,,,,Cincinnati,"Miami University",Toledo,Kentucky,"Michigan State",,,,,
"Chris Bryant",3,"10 Schools Remaining","6'2""",FS,"218 lbs",1413,Phoenixville,B,C,D,B,D,,B,B,,,,,,,,,,,,,,,,,D,C,C,D,D,D,D,D,D,C,,,,,Buffalo,,,,,,,,,
"Brent Mayhew",3,"10 Schools Remaining","6'3""",OLB,"226 lbs",1414,"Eagle Pass",D,C,D,B,C,,B,B,,,,,,,,,,,,,,,,,C,D,D,C,D,D,D,D,D,D,,,,,TCU,Arkansas,,,,,,,,
"Pierre Moore",3,"10 Schools Remaining","6'4""",QB,"212 lbs",1415,"Oak Grove",C,D,D,D,D,,B,B,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,C,C,,,Virginia,,,,,,,,,
"Jeremy Simpson",3,"10 Schools Remaining","6'1""",OLB,"228 lbs",1416,"Mountain View",B,C,C,B,D,,C,B,,,,,,,,,,,,,,,,,D,D,D,C,D,D,C,D,D,D,,,,,Arizona,"San Diego State","Fresno State",Auburn,Cal,"Boise State",,,,
"Damon Manning",3,"10 Schools Remaining","6'2""",DE,"240 lbs",1417,Athens,C,D,D,B,D,,D,D,,,,,,,,,,,,,,,,,C,C,D,D,D,D,D,,,,,,,,Baylor,,,,,,,,,
"Glen Watson",3,"10 Schools Remaining","5'11""",CB,"173 lbs",1418,Homestead,B,D,B,B,C,,B,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,Purdue,,,,,,,,,
"Joel Scott",3,"10 Schools Remaining","5'11""",K,"174 lbs",1419,"South Euclid",C,D,D,D,D,,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,USC,Alabama,"Notre Dame",Oklahoma,Georgia,Wisconsin,Buffalo,,,
"Dustin Anderson",3,"10 Schools Remaining","6'1""",FS,"198 lbs",1420,Pasadena,B,D,B,C,C,,C,B,,,,,,,,,,,,,,,,,D,C,C,D,D,D,D,C,D,C,,,,,Wyoming,Stanford,UCLA,,,,,,,
"Brian Waters",3,"Soft Commit","6'1""",DT,"319 lbs",1421,Ennis,D,C,D,D,D,,D,C,,,,,,,,,,,,,,,,,D,D,C,D,D,D,C,,,,,,,,Houston,,,,,,,,,
"Julian Bolden",3,"10 Schools Remaining","6'2""",DE,"255 lbs",1422,Pittsburg,D,D,D,D,B,,D,D,,,,,,,,,,,,,,,,,C,D,B,C,C,C,C,,,,,,,,"Air Force",,,,,,,,,
"A.J. Shaffer",3,"10 Schools Remaining","6'4""",MLB,"228 lbs",1423,"North Charleston",C,B,D,B,D,,D,B,,,,,,,,,,,,,,,,,C,D,D,D,C,D,C,D,D,D,,,,,Navy,,,,,,,,,
"Adam Davidson",3,"10 Schools Remaining","6'0""",HB,"185 lbs",1424,Bedford,C,D,B,B,B,,B,C,B,D,B,C,D,A,D,C,D,D,D,D,D,D,C,D,,,,,,,,,,,,,,,"Michigan State","South Carolina","Ohio State","Notre Dame",Michigan,,,,,
"Jason Kendrick",3,"10 Schools Remaining","6'3""",T,"299 lbs",1425,Willowbrook,D,B,D,C,D,,C,B,,,,,,,,,C,D,C,,,,,,,,,,,,,,,,,,,,"Iowa State",,,,,,,,,
"Dave Carrington",3,"10 Schools Remaining","6'0""",SS,"210 lbs",1426,Bexley,C,D,B,C,B,,C,B,,,,,,,,,,,,,,,,,C,B,C,D,D,D,D,D,D,B,,,,,"Boston College",,,,,,,,,
"Peter Thomas",3,"10 Schools Remaining","6'1""",OLB,"227 lbs",1427,"Ormond Beach",C,C,D,B,D,,C,B,,,,,,,,,,,,,,,,,C,D,D,D,D,D,D,D,D,D,,,,,UCF,,,,,,,,,
"Chris Taylor",3,"10 Schools Remaining","6'4""",T,"320 lbs",1428,Eustis,D,D,C,D,D,,D,B,,,,,,,,,C,D,D,,,,,,,,,,,,,,,,,,,,FIU,,,,,,,,,
"Darren Harris",3,"10 Schools Remaining","6'6""",T,"340 lbs",1429,Layton,D,C,D,B,D,,C,C,,,,,,,,,D,B,C,,,,,,,,,,,,,,,,,,,,"Boise State",,,,,,,,,
"Jacques Jones",3,"10 Schools Remaining","6'8""",TE,"260 lbs",1430,Lyndhurst,D,D,D,B,C,,B,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,,,,,,,,,,,,,,,Northwestern,,,,,,,,,
"Sam Jones",3,"10 Schools Remaining","6'0""",CB,"165 lbs",1431,Newton,B,D,B,B,B,,B,B,,,,,,,,,,,,,,,,,D,D,C,D,D,D,D,C,D,C,,,,,"North Carolina",,,,,,,,,
"Andrew Williams",3,"10 Schools Remaining","6'2""",G,"310 lbs",1432,Pineville,D,D,D,C,D,,D,C,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,"UL Lafayette","Mississippi State",,,,,,,,
"Fred Townsend",3,"10 Schools Remaining","5'11""",HB,"211 lbs",1433,Dentsville,B,D,D,B,C,,B,D,D,D,D,C,C,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,"Wake Forest",,,,,,,,,
"Doug Montgomery",3,"10 Schools Remaining","6'4""",G,"299 lbs",1434,Laurinburg,D,C,C,B,D,,D,C,,,,,,,,,C,C,D,,,,,,,,,,,,,,,,,,,,Auburn,Texas,"Southern Miss","North Carolina",ECU,,,,,
"Lance Nealy",3,"10 Schools Remaining","6'7""",DE,"276 lbs",1435,Bowie,D,D,D,B,D,,C,B,,,,,,,,,,,,,,,,,D,D,C,D,D,B,D,,,,,,,,"South Carolina",,,,,,,,,
"William Hill",3,"10 Schools Remaining","6'5""",T,"306 lbs",1436,Champaign,D,B,D,B,D,,D,B,,,,,,,,,C,C,D,,,,,,,,,,,,,,,,,,,,"West Virginia",,,,,,,,,
"Damion Robinson",3,"10 Schools Remaining","6'2""",DE,"230 lbs",1437,"Orange Grove",D,D,D,B,C,,C,C,,,,,,,,,,,,,,,,,D,B,D,D,D,D,C,,,,,,,,Illinois,"Mississippi State",,,,,,,,
"Brandon Jacobs",3,"10 Schools Remaining","6'6""",DE,"254 lbs",1438,Mattoon,D,D,D,C,D,,C,C,,,,,,,,,,,,,,,,,C,D,C,C,C,C,C,,,,,,,,"Arkansas State",,,,,,,,,
"Troy Williams",3,"10 Schools Remaining","6'5""",DT,"270 lbs",1439,"Spring Hill",D,B,D,D,D,,D,C,,,,,,,,,,,,,,,,,D,D,C,D,D,D,C,,,,,,,,Virginia,,,,,,,,,
"Ben Mills",3,"10 Schools Remaining","6'3""",OLB,"215 lbs",1440,Hugo,D,C,D,B,C,,B,B,,,,,,,,,,,,,,,,,C,C,D,C,D,C,D,D,D,D,,,,,Tulsa,"Michigan State","Kansas State",,,,,,,
"Ryan Chase",3,"5 Schools Remaining","6'3""",SS,"191 lbs",1441,Doraville,C,D,C,C,B,,B,B,,,,,,,,,,,,,,,,,C,D,D,D,D,D,C,D,C,C,,,,,"NC State",Auburn,,,,,,,,
"Eric Collier",3,"10 Schools Remaining","6'4""",ATH,"196 lbs",1442,Bristow,B,D,B,B,C,,B,A,D,D,D,D,B,C,D,D,,,,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,D,D,,,"Texas Tech",,,,,,,,,
"Nick Dahl",3,"10 Schools Remaining","6'0""",K,"216 lbs",1443,"East Naples",C,D,D,C,D,,C,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,D,"Florida State",USC,"North Carolina","Southern Miss","Texas Tech",Vanderbilt,Kentucky,,,
"Bo Oliver",3,"10 Schools Remaining","6'1""",CB,"177 lbs",1444,"West Chester",C,D,C,B,C,,C,C,,,,,,,,,,,,,,,,,D,C,C,B,D,D,D,C,C,C,,,,,Duke,Pittsburgh,,,,,,,,
"Brett Jackson",3,"10 Schools Remaining","6'3""",DT,"283 lbs",1445,Lakeside,D,D,D,D,D,,D,B,,,,,,,,,,,,,,,,,C,D,D,D,D,D,C,,,,,,,,UCF,,,,,,,,,
"Greg Schultz",3,"10 Schools Remaining","6'6""",DT,"313 lbs",1446,Dermott,D,C,D,D,D,,D,D,,,,,,,,,,,,,,,,,D,D,D,C,C,D,D,,,,,,,,Iowa,,,,,,,,,
"Micah Grant",3,"10 Schools Remaining","6'4""",C,"294 lbs",1447,Maumelle,D,C,D,C,D,,D,B,,,,,,,,,D,C,C,,,,,,,,,,,,,,,,,,,,Vanderbilt,Rice,,,,,,,,
"Dominique Wilkinson",3,"10 Schools Remaining","6'1""",HB,"200 lbs",1448,"Mountain Home",B,D,C,C,C,,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,Hawai'i,,,,,,,,,
"Karl Bryant",3,"10 Schools Remaining","5'11""",DT,"292 lbs",1449,Southaven,D,D,D,D,D,,D,C,,,,,,,,,,,,,,,,,C,C,B,B,C,C,D,,,,,,,,Florida,"Ole Miss",,,,,,,,
"Paris Louis",3,"10 Schools Remaining","6'0""",DE,"254 lbs",1450,Marshfield,D,C,D,B,D,,D,C,,,,,,,,,,,,,,,,,D,C,C,D,C,D,B,,,,,,,,"Michigan State",,,,,,,,,
"Tony Ingraham",3,"10 Schools Remaining","6'4""",QB,"211 lbs",1451,Clanton,D,D,D,D,D,,A,A,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,C,C,,,Troy,,,,,,,,,
"Doug Bell",3,"10 Schools Remaining","6'1""",FS,"206 lbs",1452,Monticello,B,D,B,B,C,,C,B,,,,,,,,,,,,,,,,,C,D,B,D,D,D,D,D,C,C,,,,,Auburn,"Virginia Tech",Stanford,"Ohio State",Utah,Illinois,Arkansas,,,
"Jermaine Carroll",3,"10 Schools Remaining","5'11""",WR,"179 lbs",1453,"Saginaw South",B,D,B,A,A,,B,B,D,D,C,D,D,D,A,C,,,,D,C,C,B,D,,,,,,,,,,,,,,,"West Virginia",Pittsburgh,"Boston College","Michigan State",,,,,,
"Dusty Hubbard",3,"10 Schools Remaining","6'2""",TE,"224 lbs",1454,Naperville,C,D,D,C,C,,B,C,D,C,D,D,D,D,D,D,D,D,D,C,D,D,C,D,,,,,,,,,,,,,,,"North Carolina",Illinois,Iowa,,,,,,,
"Darren Riley",3,"10 Schools Remaining","6'4""",T,"305 lbs",1455,Lexington,D,C,D,B,D,,C,B,,,,,,,,,C,D,C,,,,,,,,,,,,,,,,,,,,Indiana,,,,,,,,,
"Jeff Taylor",3,"10 Schools Remaining","6'2""",MLB,"235 lbs",1456,Fishers,B,B,D,A,D,,D,C,,,,,,,,,,,,,,,,,C,D,D,D,D,D,D,D,D,D,,,,,Pittsburgh,,,,,,,,,
"Brian Jackson",3,"10 Schools Remaining","6'0""",WR,"198 lbs",1457,Rahway,C,D,D,D,C,,C,B,D,D,D,D,D,D,A,B,,,,C,C,D,C,D,,,,,,,,,,,,,,,Connecticut,,,,,,,,,
"Aaron Davis",3,"10 Schools Remaining","6'2""",FS,"190 lbs",1458,Millville,D,D,C,A,D,,A,A,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,C,D,D,,,,,"Boston College",,,,,,,,,
"Corey Jackson",3,"10 Schools Remaining","6'3""",TE,"255 lbs",1459,Clemmons,C,D,C,B,D,,B,C,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,,,,,,,,,,,,,,,"South Carolina","Wake Forest",,,,,,,,
"Justin Willis",3,"10 Schools Remaining","6'4""",DT,"265 lbs",1460,Whittier,D,C,D,D,D,,D,C,,,,,,,,,,,,,,,,,D,D,C,D,D,D,D,,,,,,,,"Colorado State",,,,,,,,,
"Dan Webb",3,"10 Schools Remaining","6'1""",OLB,"238 lbs",1461,Woodhaven,C,D,D,C,C,,B,C,,,,,,,,,,,,,,,,,C,D,D,D,D,D,C,D,D,C,,,,,Cincinnati,Northwestern,Indiana,Purdue,,,,,,
"Neal Ratliff",3,"Soft Commit","6'2""",G,"295 lbs",1462,Burton,D,C,D,C,D,,D,B,,,,,,,,,B,D,B,,,,,,,,,,,,,,,,,,,,Cincinnati,,,,,,,,,
"Mike Oliver",3,"10 Schools Remaining","6'4""",WR,"225 lbs",1463,"Water Valley",B,D,C,D,C,,C,C,D,D,D,D,D,D,C,D,,,,D,D,D,C,D,,,,,,,,,,,,,,,"Southern Miss",,,,,,,,,
"Martin Ewing",3,"10 Schools Remaining","6'5""",TE,"257 lbs",1464,"Fort Pierce",B,D,D,A,D,,C,B,D,C,D,D,C,D,D,D,D,D,D,D,D,C,D,D,,,,,,,,,,,,,,,"Boston College",,,,,,,,,
"David Vaughn",3,"5 Schools Remaining","6'1""",OLB,"206 lbs",1465,"White Oak",B,D,D,B,D,,C,B,,,,,,,,,,,,,,,,,D,C,D,C,D,D,D,D,C,D,,,,,"Miami University",Cincinnati,Syracuse,"Michigan State",Pittsburgh,Louisville,Toledo,Purdue,Northwestern,"North Carolina"
"Jeremy Summers",3,"10 Schools Remaining","6'5""",QB,"208 lbs",1466,"Carson City",B,D,C,C,D,,B,A,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,B,D,,,UNLV,,,,,,,,,
"Brent Lewis",3,"10 Schools Remaining","6'1""",DT,"301 lbs",1467,"Greenwood Vlg",D,B,D,C,D,,B,B,,,,,,,,,,,,,,,,,C,C,C,C,D,B,C,,,,,,,,"Oklahoma State",Nebraska,Oklahoma,Utah,,,,,,
"Bobby Pickens",3,"10 Schools Remaining","6'1""",C,"272 lbs",1468,Wilsonville,D,C,D,B,D,,D,C,,,,,,,,,D,C,C,,,,,,,,,,,,,,,,,,,,Washington,,,,,,,,,
"Marcus Smith",3,"10 Schools Remaining","6'3""",MLB,"227 lbs",1469,Baker,B,B,C,A,D,,B,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,"UL Monroe",,,,,,,,,
"Edwin Lewis",3,"10 Schools Remaining","6'2""",HB,"221 lbs",1470,Shelby,B,D,D,B,D,,C,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,Louisville,,,,,,,,,
"Kyle Poole",3,"Soft Commit","5'11""",CB,"187 lbs",1471,Concordia,C,D,C,B,B,,C,B,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,B,B,,,,,"Texas Tech",,,,,,,,,
"Clay Hicks",3,"10 Schools Remaining","6'4""",QB,"205 lbs",1472,"Southwood Acres",D,D,D,B,D,,C,C,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,D,C,,,Connecticut,,,,,,,,,
"Jeff Moyer",3,"10 Schools Remaining","6'2""",QB,"202 lbs",1473,Frederick,B,D,D,C,B,,B,C,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,C,D,,,Navy,Connecticut,,,,,,,,
"Ernest Koch",3,"10 Schools Remaining","6'1""",DE,"261 lbs",1474,Mason,D,D,D,C,D,,D,C,,,,,,,,,,,,,,,,,D,D,C,C,C,C,C,,,,,,,,Cincinnati,,,,,,,,,
"Matt Lamb",3,"10 Schools Remaining","6'4""",DT,"278 lbs",1475,Wilsonville,D,D,D,C,D,,C,B,,,,,,,,,,,,,,,,,C,D,D,D,D,D,D,,,,,,,,Washington,,,,,,,,,
"Brian Lee",3,"10 Schools Remaining","6'4""",DT,"279 lbs",1476,"Central Point",D,D,D,D,D,,D,C,,,,,,,,,,,,,,,,,D,D,D,C,D,D,C,,,,,,,,"Boise State",,,,,,,,,
"Mike Dixon",3,"10 Schools Remaining","6'1""",CB,"171 lbs",1477,"Falls Church",B,D,C,B,C,,B,B,,,,,,,,,,,,,,,,,D,D,C,D,D,D,D,D,C,C,,,,,"Mississippi State",,,,,,,,,
"Justin O'Brien",3,"10 Schools Remaining","6'1""",WR,"183 lbs",1478,Sterling,B,D,D,C,C,,C,B,D,D,D,D,D,D,B,D,,,,D,D,D,D,D,,,,,,,,,,,,,,,"Oregon State",,,,,,,,,
"Richard McDuffie",3,"10 Schools Remaining","6'2""",C,"267 lbs",1479,Janesville,D,D,D,B,D,,D,D,,,,,,,,,C,C,B,,,,,,,,,,,,,,,,,,,,"Iowa State",,,,,,,,,
"Courtney Vaughn",3,"10 Schools Remaining","5'11""",P,"203 lbs",1480,Dunean,D,D,C,C,D,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,D,USC,Alabama,,,,,,,,
"Brent Hayes",3,"10 Schools Remaining","6'1""",CB,"185 lbs",1481,"Des Moines",B,D,C,A,C,,D,B,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,C,C,D,,,,,"Boise State",Hawai'i,,,,,,,,
"Tim McMillan",3,"10 Schools Remaining","6'4""",G,"286 lbs",1482,Xenia,D,B,D,B,D,,D,C,,,,,,,,,C,D,D,,,,,,,,,,,,,,,,,,,,"Bowling Green",,,,,,,,,
"Cornelius Davis",3,"10 Schools Remaining","6'5""",DE,"249 lbs",1483,Alpharetta,D,C,D,C,C,,C,B,,,,,,,,,,,,,,,,,D,D,D,D,C,D,C,,,,,,,,"Wake Forest",,,,,,,,,
"Antwan Robinson",3,"10 Schools Remaining","6'4""",G,"288 lbs",1484,Covington,D,D,D,B,D,,D,D,,,,,,,,,D,C,C,,,,,,,,,,,,,,,,,,,,Michigan,,,,,,,,,
"Todd Sullivan",3,"10 Schools Remaining","5'11""",HB,"210 lbs",1485,Hinesville,C,D,C,B,C,,B,C,D,D,C,D,B,B,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,Houston,,,,,,,,,
"Anthony Poland",3,"10 Schools Remaining","6'2""",OLB,"219 lbs",1486,"College Park",D,C,D,C,C,,C,D,,,,,,,,,,,,,,,,,C,D,C,D,D,D,C,D,D,C,,,,,"Virginia Tech",,,,,,,,,
"Dennis Williams",3,"10 Schools Remaining","6'6""",DE,"265 lbs",1487,"St. Simons",D,C,D,B,B,,D,C,,,,,,,,,,,,,,,,,D,C,C,D,D,D,D,,,,,,,,Virginia,,,,,,,,,
"James Mackey",3,"10 Schools Remaining","6'2""",OLB,"237 lbs",1488,Buford,C,C,D,C,D,,C,B,,,,,,,,,,,,,,,,,C,D,D,C,D,D,D,D,D,D,,,,,Duke,UCF,,,,,,,,
"Justin Andrews",3,"10 Schools Remaining","6'3""",OLB,"213 lbs",1489,"Warner Robins",C,D,D,C,C,,B,B,,,,,,,,,,,,,,,,,D,D,D,C,D,D,D,D,D,D,,,,,"North Carolina",,,,,,,,,
"Brady Horn",3,"10 Schools Remaining","6'2""",G,"298 lbs",1490,Riverdale,D,C,D,B,D,,D,D,,,,,,,,,C,C,D,,,,,,,,,,,,,,,,,,,,"Georgia Tech",,,,,,,,,
"Jimmy Young",3,"10 Schools Remaining","6'4""",C,"267 lbs",1491,"Carol City",D,C,D,B,D,,D,C,,,,,,,,,D,C,D,,,,,,,,,,,,,,,,,,,,TCU,Tennessee,Vanderbilt,Alabama,"Virginia Tech",,,,,
"John Willis",3,"10 Schools Remaining","5'11""",SS,"201 lbs",1492,Sunset,B,D,D,B,C,,D,C,,,,,,,,,,,,,,,,,B,C,D,D,D,D,D,D,D,C,,,,,ECU,,,,,,,,,
"Dustin Caldwell",3,"10 Schools Remaining","6'2""",OLB,"204 lbs",1493,"Coral Springs",C,C,D,B,D,,D,B,,,,,,,,,,,,,,,,,C,D,C,D,D,D,D,D,D,D,,,,,UCF,,,,,,,,,
"Chris Rawlins",3,"10 Schools Remaining","6'3""",QB,"218 lbs",1494,Kissimmee,D,D,D,D,D,,C,B,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,B,D,,,USF,,,,,,,,,
"Stanley Davis",2,"10 Schools Remaining","6'5""",DE,"249 lbs",1495,"Winter Park",D,C,D,D,B,,C,B,,,,,,,,,,,,,,,,,C,D,C,B,D,C,D,,,,,,,,Miami,"Iowa State",,,,,,,,
"Freddie Young",2,"10 Schools Remaining","6'1""",DT,"277 lbs",1496,Miramar,D,D,D,D,D,,D,B,,,,,,,,,,,,,,,,,D,D,C,C,C,C,D,,,,,,,,UCF,SMU,"West Virginia",,,,,,,
